,PreviousDC,Gender,belief,testing_for,obtained,All_FTIR_Results,FTIR_Other_detail,Primary_FTIR_Results,surprised_19,Intentions,Discard,Match_Primary,BehChange_NoChange,HarmRed_NoHarmRed,FTIR_prim,FTIR_secon,FTIR_teri,FTIR_quar,Target
725,yes,Male,['MDMA'],Both,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
726,yes,Male,['Other'],Both,Onsite,['Unknown'],GHB,['Unknown'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,none,none,none,GHB
727,yes,Male,['MDMA'],Self,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
728,yes,Male,['Cocaine'],Both,Onsite,"['Cocaine', 'Unknown']",phenacitine,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,Other,none,none,phenacitine
729,no,Male,['MDMA'],Both,Onsite,['MDA'],,['MDA'],Surprised,TakeAsIntended,no,Not Match,No Change,No Change,MDA,none,none,none,
730,yes,Female,['MDMA'],Both,Offsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,Other,none,none,mannitol
731,no,Male,['Ketamine'],Both,Offsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
732,no,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
733,no,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
734,yes,Male,['MDMA'],Both,Offsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
735,yes,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
736,no,Male,['MDMA'],Both,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
737,yes,Male,['MDMA'],Both,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
738,yes,Male,['Cocaine'],Both,Onsite,"['Cocaine', 'Unknown']",glutamine,['Cocaine'],Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,Other,none,none,glutamine
740,no,Male,['Cocaine'],Self,Onsite,"['Cocaine', 'Unknown']",phenacetin,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,Other,none,none,phenacetin
742,no,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
743,no,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
744,no,Male,['MDMA'],Self,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
746,yes,Female,['MDMA'],Self,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
747,no,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
748,yes,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
749,yes,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
750,yes,Male,['Cocaine'],Self,Onsite,"['Cocaine', 'Unknown']",phenacetin,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,Other,none,none,phenacetin
751,yes,Male,['Other'],Both,Offsite,['Unknown'],tfm pp and lactose,['Unknown'],Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,none,none,none,tfm pp and lactose
752,no,Male,['MDMA'],Both,Offsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
753,no,Male,['MDMA'],Both,Offsite,['Unknown'],ethylpentylone,['Unknown'],Surprised,Other,no,Not Match,Behaviour Change,No Change,Other,none,none,none,ethylpentylone
754,yes,Female,['Other'],Both,Onsite,[],,[],Surprised,Less,no,Not Match,Behaviour Change,Harm Reduction,none,none,none,none,
755,yes,Male,['Other'],Both,Onsite,"['Unknown', 'Unknown']","MSM, pcp",['Unknown'],Surprised,Other,no,Not Match,Behaviour Change,No Change,Other,Other,none,none,"MSM, pcp"
756,yes,Male,['MDA'],Self,Onsite,['MDA'],,['MDA'],Not Surprised,More,yes,Match,Behaviour Change,No Change,MDA,none,none,none,
757,no,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,,Match,No Change,No Change,MDMA,none,none,none,
758,yes,Female,['MDMA'],Both,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Surprised,TakeAsIntended,,Match,No Change,Harm Reduction,MDMA,Other,none,none,mannitol
761,no,Male,['LSD'],Both,Offsite,[],,[],Surprised,Other,no,Not Match,Behaviour Change,No Change,none,none,none,none,
762,yes,Male,['LSD'],Self,Offsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
765,no,Male,['LSD'],Both,Onsite,[],,[],Not Surprised,Friend,no,Not Match,Behaviour Change,Harm Reduction,none,none,none,none,
766,no,Male,['MDMA'],Both,Offsite,"['MDMA', 'Unknown']",creatine,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,creatine
767,yes,Male,['LSD'],Self,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,none,none,none,none,
768,yes,Male,['Ketamine'],Self,Offsite,"['Ketamine', 'Other']",,['Ketamine'],Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,Ketamine,Unknown,none,none,
769,no,Male,['MDMA'],Self,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
770,no,Male,['LSD'],Self,Onsite,[],,[],Surprised,Less,no,Not Match,Behaviour Change,Harm Reduction,none,none,none,none,
771,no,Male,['LSD'],Both,Onsite,[],,[],Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,none,none,none,none,
772,no,Female,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
773,yes,Male,['Cocaine'],Self,Offsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
774,yes,Male,['MDMA'],Both,Onsite,"['MDMA', 'Other']",,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Unknown,none,none,
775,no,Female,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Surprised,Friend,no,Match,Behaviour Change,Harm Reduction,MDMA,none,none,none,
777,no,Male,['LSD'],Self,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,none,none,none,none,
778,no,Male,['MDMA'],Both,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
780,no,Male,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,none,none,none,none,
781,no,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
782,no,Female,['Cocaine'],Both,Onsite,"['Cocaine', 'Unknown']",inositol,['Cocaine'],Surprised,Dispose,no,Match,Behaviour Change,Harm Reduction,Cocaine,Other,none,none,inositol
783,no,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
784,yes,Female,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
785,yes,Male,['LSD'],Both,Offsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
786,yes,Male,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
787,no,Female,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
788,no,Male,['LSD'],Both,Online,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
789,yes,Male,['LSD'],Both,Offsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
790,yes,Male,['LSD'],Both,Offsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
791,yes,Male,['MDMA'],Both,Onsite,"['MDMA', 'Other']",,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Unknown,none,none,
792,no,Female,['MDMA'],Both,Onsite,"['MDMA', 'Other']",,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Unknown,none,none,
793,yes,Male,['Cocaine'],Both,Offsite,"['Cocaine', 'Unknown']",inositol,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,Other,none,none,inositol
794,no,Male,['MDMA'],Self,Offsite,"['MDMA', 'Other']",,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Unknown,none,none,
795,no,Male,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
796,no,Male,['LSD'],Self,Online,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
797,no,Female,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
798,yes,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
799,no,Male,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
800,no,Male,['MDMA'],Self,Onsite,"['MDMA', 'Other']",,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,Unknown,none,none,
801,no,Male,['MDMA'],Both,Offsite,"['MDMA', 'Other']",,['MDMA'],Surprised,Less,no,Match,Behaviour Change,Harm Reduction,MDMA,Unknown,none,none,
802,yes,Male,['Other'],Both,Onsite,"['Unknown', 'Unknown']",2CB and cellulose,['Unknown'],Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,Other,none,none,2CB and cellulose
803,no,Female,['MDMA'],Both,Offsite,"['MDMA', 'Unknown']",creatine,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,creatine
804,no,Male,['MDA'],Both,Online,['MDA'],,['MDA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDA,none,none,none,
805,yes,Male,['Other'],Self,Onsite,['Unknown'],2ct7,['Unknown'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,none,none,none,2ct7
806,yes,Male,['MDMA'],Self,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
807,no,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
809,yes,Male,['MDMA'],Self,Onsite,"['MDMA', 'Unknown']",MSM,['MDMA'],Not Surprised,TakeAsIntended,,Match,No Change,No Change,MDMA,Other,none,none,MSM
810,yes,Male,['MDMA'],Both,Offsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
811,no,Male,['MDMA'],Self,Onsite,"['MDMA', 'MDA']",,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,MDA,none,none,
812,no,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
813,yes,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,,Match,No Change,No Change,Ketamine,none,none,none,
814,no,Female,['Other'],Both,Offsite,['Unknown'],,['Unknown'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,none,none,none,
815,no,Female,['Other'],Both,Offsite,['MDMA'],,['MDMA'],Surprised,Change,,Not Match,Behaviour Change,Harm Reduction,MDMA,none,none,none,
816,yes,Male,['Cocaine'],Self,Onsite,"['Cocaine', 'Other']",,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,Unknown,none,none,
817,yes,Male,"['Methamphetamine', 'Other']",Both,Offsite,['Methamphetamine'],,['Methamphetamine'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Meth,none,none,none,
818,,Female,['Cocaine'],Self,Onsite,"['Cocaine', 'Other']",,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,Unknown,none,none,
819,no,Female,['MDMA'],Self,Offsite,"['MDA', 'Other']",,['MDA'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,MDA,Unknown,none,none,
820,no,Male,['Ketamine'],Self,Offsite,"['Ketamine', 'Other']",,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,Unknown,none,none,
821,yes,Female,['MDA'],Both,Offsite,"['MDA', 'Other']",,['MDA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDA,Unknown,none,none,
822,yes,Female,['Ketamine'],Self,Onsite,"['Ketamine', 'Other']",,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,Unknown,none,none,
823,yes,Female,['Ketamine'],Both,Onsite,"['Ketamine', 'Other']",,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,Unknown,none,none,
824,yes,Female,['MDMA'],Both,Onsite,"['MDMA', 'Other']",,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Unknown,none,none,
825,no,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
826,no,Male,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,More,no,Match,Behaviour Change,No Change,Ketamine,none,none,none,
827,no,Male,"['Unknown', 'Other']",Both,Onsite,['Unknown'],2ct,['Unknown'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,none,none,none,2ct
828,yes,Female,['MDA'],Both,Onsite,['MDA'],,['MDA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDA,none,none,none,
829,no,Male,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,Ketamine,none,none,none,
830,yes,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
832,yes,Male,['Ketamine'],Both,Ground,['Ketamine'],,['Ketamine'],Surprised,Less,no,Match,Behaviour Change,Harm Reduction,Ketamine,none,none,none,
833,no,Male,['Ketamine'],Both,Online,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
834,no,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
835,no,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
836,yes,Male,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
837,yes,Male,['MDMA'],Both,Offsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
838,yes,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
839,no,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
840,no,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
841,no,Male,['Ketamine'],Both,Offsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
842,no,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
843,no,Female,['MDMA'],Self,Onsite,"['MDMA', 'Other']",,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Unknown,none,none,
844,no,Male,['Cocaine'],Self,Onsite,"['Cocaine', 'Other']",,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,Cocaine,Unknown,none,none,
845,yes,Male,['Cocaine'],Both,Onsite,"['Cocaine', 'Unknown', 'Other']",phenacetin,['Cocaine'],Surprised,Change,no,Match,Behaviour Change,Harm Reduction,Cocaine,Other,Unknown,none,phenacetin
846,yes,Female,['MDMA'],Both,Onsite,"['MDMA', 'Other']",,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Unknown,none,none,
847,no,Female,['Ketamine'],Both,Offsite,"['Ketamine', 'Other']",,['Ketamine'],Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,Ketamine,Unknown,none,none,
848,yes,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
849,yes,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
850,no,Female,['Cocaine'],Both,Ground,"['Unknown', 'Cocaine']",phenacetin,['Unknown'],Surprised,Other,no,Not Match,Behaviour Change,No Change,Other,Cocaine,none,none,phenacetin
851,no,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
852,no,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
853,no,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
854,no,Male,['MDMA'],Self,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
855,no,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
856,no,Male,['Cocaine'],Both,Onsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
857,no,Female,['MDMA'],Self,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,Other,none,none,mannitol
858,yes,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
859,yes,Male,['MDMA'],Both,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
860,no,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
861,no,Female,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
862,yes,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
863,no,Female,['Cocaine'],Both,Onsite,"['Unknown', 'Cocaine']",Leucine,['Unknown'],Not Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,Other,Cocaine,none,none,Leucine
864,no,Male,['MDMA'],Self,Offsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
865,no,Female,['MDMA'],Self,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
866,yes,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
867,no,Male,['Cocaine'],Self,Offsite,"['Cocaine', 'Unknown']",phenacetin,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,Other,none,none,phenacetin
868,yes,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
869,yes,Male,['MDMA'],Other,Onsite,['MDMA'],,['MDMA'],Not Surprised,Other,Unknown,Match,Behaviour Change,No Change,MDMA,none,none,none,
870,no,Male,['Cocaine'],Both,Onsite,['Cocaine'],,['Cocaine'],Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
871,no,Male,['MDMA'],Both,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
872,no,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
873,no,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,none,none,none,
874,no,Male,['MDMA'],Self,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,Other,none,none,mannitol
875,yes,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,none,none,none,
876,yes,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,none,none,none,
878,no,Male,['LSD'],Self,Offsite,[],,[],Not Surprised,Other,yes,Not Match,Behaviour Change,No Change,none,none,none,none,
879,no,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
880,no,Female,['MDMA'],Both,Onsite,"['MDA', 'Unknown', 'Unknown']","safrole, dimethyl sulfone",['MDA'],Surprised,Change,no,Not Match,Behaviour Change,Harm Reduction,MDA,Other,Other,none,"safrole, dimethyl sulfone"
